net,length_um
_01287_,6.32µm
_01343_,6.32µm
_02651_,6.32µm
_03003_,6.32µm
_03159_,6.32µm
_04212_,6.32µm
_05475_,6.32µm
_06394_,6.32µm
_06829_,6.32µm
_08123_,6.32µm
_08215_,6.32µm
_09209_,6.32µm
net2949,6.32µm
net3299,6.32µm
net3914,6.32µm
net4261,6.32µm
net4401,6.32µm
_00108_,6.3µm
_01007_,6.3µm
_01172_,6.3µm
_01359_,6.3µm
_01436_,6.3µm
_01582_,6.3µm
_03445_,6.3µm
_03605_,6.3µm
_04064_,6.3µm
_04451_,6.3µm
_04538_,6.3µm
_04581_,6.3µm
_04651_,6.3µm
_05723_,6.3µm
_06304_,6.3µm
_07019_,6.3µm
_07486_,6.3µm
_07669_,6.3µm
_07951_,6.3µm
_08475_,6.3µm
_09389_,6.3µm
u_ibex_top.gen_regfile_ff.register_file_i.raddr_a_i\[4\],6.3µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[23\],6.3µm
net2744,6.3µm
net2813,6.3µm
net2818,6.3µm
net3143,6.3µm
net3341,6.3µm
net3487,6.3µm
net3944,6.3µm
net4066,6.3µm
_08787_,6.29µm
_02475_,6.28µm
_02734_,6.28µm
_05859_,6.28µm
_07020_,6.28µm
_07069_,6.28µm
_08626_,6.28µm
_00132_,6.265µm
_06173_,6.265µm
_00172_,6.26µm
_00417_,6.26µm
_00562_,6.26µm
_00587_,6.26µm
_00617_,6.26µm
_00931_,6.26µm
_01157_,6.26µm
_01270_,6.26µm
_01442_,6.26µm
_01512_,6.26µm
_02013_,6.26µm
_02045_,6.26µm
_02123_,6.26µm
_03065_,6.26µm
_03320_,6.26µm
_04188_,6.26µm
_04436_,6.26µm
_04786_,6.26µm
_05030_,6.26µm
_05055_,6.26µm
_05534_,6.26µm
_05730_,6.26µm
_05833_,6.26µm
_06233_,6.26µm
_06635_,6.26µm
_06854_,6.26µm
_06971_,6.26µm
_07479_,6.26µm
_08198_,6.26µm
_08729_,6.26µm
_08860_,6.26µm
_09657_,6.26µm
net120,6.26µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[5\],6.26µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[9\],6.26µm
u_ibex_top.u_ibex_core.id_stage_i.controller_i.instr_compressed_i\[1\],6.26µm
u_ibex_top.u_ibex_core.id_stage_i.controller_i.load_err_d,6.26µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[76\],6.26µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.stored_addr_q\[31\],6.26µm
net921,6.26µm
net2860,6.26µm
net3794,6.26µm
net4426,6.26µm
_00531_,6.24µm
_00570_,6.24µm
_03633_,6.24µm
_05196_,6.24µm
_05978_,6.24µm
_08083_,6.24µm
_08284_,6.23µm
_02762_,6.2µm
_04537_,6.2µm
_08041_,6.2µm
_09125_,6.2µm
net2981,6.2µm
_01752_,6.185µm
_01852_,6.185µm
_05132_,6.185µm
_05378_,6.185µm
_00038_,6.18µm
_00340_,6.18µm
_00580_,6.18µm
_01060_,6.18µm
_01184_,6.18µm
_01240_,6.18µm
_01631_,6.18µm
_02915_,6.18µm
_02949_,6.18µm
_03481_,6.18µm
_03505_,6.18µm
_03812_,6.18µm
_03873_,6.18µm
_04797_,6.18µm
_04852_,6.18µm
_04936_,6.18µm
_05093_,6.18µm
_05207_,6.18µm
_05959_,6.18µm
_06861_,6.18µm
_06933_,6.18µm
_07058_,6.18µm
_07110_,6.18µm
_09223_,6.18µm
_09287_,6.18µm
_09447_,6.18µm
_09766_,6.18µm
u_ibex_top.gen_regfile_ff.register_file_i.waddr_a_i\[1\],6.18µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[1\],6.18µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.stored_addr_q\[16\],6.18µm
net1275,6.18µm
net1847,6.18µm
net3342,6.18µm
net3382,6.18µm
net3958,6.18µm
net4091,6.18µm
net4131,6.18µm
net4147,6.18µm
net4203,6.18µm
net4245,6.18µm
_01751_,6.165µm
_00297_,6.16µm
_00497_,6.16µm
_01671_,6.16µm
_01923_,6.16µm
_03123_,6.16µm
_06128_,6.16µm
_06139_,6.16µm
_07841_,6.16µm
_08438_,6.16µm
_00003_,6.145µm
_00260_,6.145µm
_00312_,6.145µm
_00680_,6.145µm
_01084_,6.145µm
_00020_,6.14µm
_00867_,6.14µm
_02196_,6.14µm
_02408_,6.14µm
_02644_,6.14µm
_02767_,6.14µm
_03067_,6.14µm
_03090_,6.14µm
_03524_,6.14µm
_03733_,6.14µm
_03977_,6.14µm
_04175_,6.14µm
_04218_,6.14µm
_04624_,6.14µm
_05782_,6.14µm
_06131_,6.14µm
_06204_,6.14µm
_06294_,6.14µm
_06892_,6.14µm
_07155_,6.14µm
_07289_,6.14µm
_07357_,6.14µm
_07361_,6.14µm
_07369_,6.14µm
_07573_,6.14µm
_07583_,6.14µm
_08817_,6.14µm
_08863_,6.14µm
_09053_,6.14µm
_09115_,6.14µm
_09152_,6.14µm
_09187_,6.14µm
_09222_,6.14µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_q\[1\],6.14µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[18\],6.14µm
net2817,6.14µm
net3070,6.14µm
net3280,6.14µm
net4102,6.14µm
net4409,6.14µm
_02346_,6.125µm
_00698_,6.12µm
_03434_,6.12µm
_07003_,6.12µm
_03432_,6.09µm
_00098_,6.08µm
_01954_,6.08µm
_01999_,6.08µm
_02193_,6.08µm
_04935_,6.08µm
net2719,6.08µm
net2779,6.08µm
net3102,6.08µm
net3112,6.08µm
net3135,6.08µm
net3145,6.08µm
net3245,6.08µm
net3715,6.08µm
net3722,6.08µm
net3871,6.08µm
net3921,6.08µm
net3942,6.08µm
net4022,6.08µm
net4242,6.08µm
net4252,6.08µm
net4296,6.08µm
_08848_,6.07µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[3\].rf_reg_q\[0\],6.065µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[7\],6.065µm
_00844_,6.06µm
_01081_,6.06µm
_01288_,6.06µm
_01435_,6.06µm
_02498_,6.06µm
_02579_,6.06µm
_02823_,6.06µm
_02968_,6.06µm
_03124_,6.06µm
_03477_,6.06µm
_03782_,6.06µm
_04336_,6.06µm
_05251_,6.06µm
_05541_,6.06µm
_05547_,6.06µm
_06168_,6.06µm
_06234_,6.06µm
_06427_,6.06µm
_09045_,6.06µm
_09215_,6.06µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[4\],6.06µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.stored_addr_q\[23\],6.06µm
net1396,6.06µm
_00920_,6.04µm
_01024_,6.04µm
_01777_,6.04µm
_02704_,6.04µm
_02727_,6.04µm
_03715_,6.04µm
_03828_,6.04µm
_03916_,6.04µm
_04638_,6.04µm
_05035_,6.04µm
_06326_,6.04µm
_08474_,6.04µm
_09012_,6.04µm
net133,6.04µm
u_ibex_top.u_ibex_core.cs_registers_i.mscratch_q\[14\],6.04µm
net2970,6.04µm
_07588_,6.035µm
_00070_,6.025µm
_02463_,6.025µm
_00256_,6.02µm
_00346_,6.02µm
_00357_,6.02µm
_00487_,6.02µm
_00553_,6.02µm
_00646_,6.02µm
_00661_,6.02µm
_00871_,6.02µm
_01004_,6.02µm
_01377_,6.02µm
_02376_,6.02µm
_02783_,6.02µm
_03298_,6.02µm
_03440_,6.02µm
_03490_,6.02µm
_03572_,6.02µm
_03681_,6.02µm
_03899_,6.02µm
_04422_,6.02µm
_05180_,6.02µm
_06153_,6.02µm
_06919_,6.02µm
_08265_,6.02µm
_09030_,6.02µm
_09052_,6.02µm
_09240_,6.02µm
_09440_,6.02µm
_09735_,6.02µm
_09821_,6.02µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[75\],6.02µm
_00837_,6.005µm
_01000_,6.005µm
_01527_,5.985µm
_01563_,5.985µm
_03288_,5.98µm
_04768_,5.98µm
_04836_,5.98µm
_05020_,5.98µm
_05302_,5.98µm
_05614_,5.98µm
_07833_,5.98µm
net2713,5.98µm
net2715,5.98µm
net2738,5.98µm
net2804,5.98µm
net2858,5.98µm
net2871,5.98µm
net2946,5.98µm
net2963,5.98µm
net3026,5.98µm
net3067,5.98µm
net3082,5.98µm
net3236,5.98µm
net3254,5.98µm
net3289,5.98µm
net3302,5.98µm
net3321,5.98µm
net3330,5.98µm
net3338,5.98µm
net3359,5.98µm
net3368,5.98µm
net3394,5.98µm
net3405,5.98µm
net3455,5.98µm
net3460,5.98µm
net3489,5.98µm
net3521,5.98µm
net3533,5.98µm
net3541,5.98µm
net3569,5.98µm
net3605,5.98µm
net3609,5.98µm
net3656,5.98µm
net3684,5.98µm
net3705,5.98µm
net3742,5.98µm
net3762,5.98µm
net3778,5.98µm
net3788,5.98µm
net3824,5.98µm
net3842,5.98µm
net3875,5.98µm
net3879,5.98µm
net3881,5.98µm
net3907,5.98µm
net3912,5.98µm
net3916,5.98µm
net3934,5.98µm
net3940,5.98µm
net4030,5.98µm
net4043,5.98µm
net4047,5.98µm
net4050,5.98µm
net4076,5.98µm
net4088,5.98µm
net4117,5.98µm
net4120,5.98µm
net4133,5.98µm
net4139,5.98µm
net4178,5.98µm
net4195,5.98µm
net4197,5.98µm
net4231,5.98µm
net4233,5.98µm
net4243,5.98µm
net4274,5.98µm
net4330,5.98µm
net4338,5.98µm
net4412,5.98µm
_00681_,5.96µm
_00916_,5.96µm
_01083_,5.96µm
_01164_,5.96µm
_01895_,5.96µm
_01903_,5.96µm
_04856_,5.96µm
net3471,5.96µm
net3835,5.96µm
_02317_,5.95µm
u_ibex_top.u_ibex_core.cs_registers_i.mscratch_q\[10\],5.945µm
_02394_,5.94µm
_02396_,5.94µm
_03489_,5.94µm
_03661_,5.94µm
_04759_,5.94µm
_08403_,5.94µm
_08809_,5.94µm
_08816_,5.94µm
_09076_,5.94µm
_09271_,5.94µm
_09534_,5.94µm
_09634_,5.94µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.md_state_q\[5\],5.94µm
net1732,5.94µm
_00275_,5.92µm
_00307_,5.92µm
_00348_,5.92µm
_00448_,5.92µm
_00486_,5.92µm
_00551_,5.92µm
_00757_,5.92µm
_00775_,5.92µm
_00848_,5.92µm
_00923_,5.92µm
_00930_,5.92µm
_01009_,5.92µm
_01352_,5.92µm
_01419_,5.92µm
_01522_,5.92µm
_01547_,5.92µm
_01555_,5.92µm
_01898_,5.92µm
_01909_,5.92µm
_02691_,5.92µm
_09156_,5.92µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.branch_discard_s\[0\],5.92µm
net4307,5.92µm
_00085_,5.905µm
_00026_,5.9µm
_01210_,5.9µm
_01596_,5.9µm
net4314,5.9µm
_01773_,5.895µm
_07585_,5.895µm
net4279,5.885µm
_00400_,5.86µm
_00901_,5.86µm
_00912_,5.86µm
_03493_,5.86µm
_04282_,5.86µm
_04566_,5.86µm
_05528_,5.86µm
_05670_,5.86µm
net3090,5.86µm
net3293,5.86µm
net3308,5.86µm
net3804,5.86µm
net3811,5.86µm
net4312,5.86µm
net4392,5.86µm
_00069_,5.84µm
_00406_,5.84µm
_00423_,5.84µm
_00501_,5.84µm
_00565_,5.84µm
_01149_,5.84µm
_01173_,5.84µm
_01228_,5.84µm
_01417_,5.84µm
_01434_,5.84µm
_01891_,5.84µm
_01901_,5.84µm
_02355_,5.84µm
_02621_,5.84µm
_02960_,5.84µm
_03019_,5.84µm
_03047_,5.84µm
_04781_,5.84µm
_04931_,5.84µm
_05157_,5.84µm
_06040_,5.84µm
_06170_,5.84µm
_07098_,5.84µm
_07297_,5.84µm
_08342_,5.84µm
_08575_,5.84µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_quotient_q\[20\],5.84µm
net1917,5.84µm
net2991,5.84µm
net3075,5.84µm
net3188,5.84µm
net3993,5.84µm
net4038,5.84µm
net4185,5.84µm
_07815_,5.825µm
_02720_,5.82µm
_03134_,5.82µm
_04085_,5.82µm
_04778_,5.82µm
_05384_,5.82µm
_06803_,5.82µm
_07024_,5.82µm
_07887_,5.82µm
_08321_,5.82µm
_00219_,5.8µm
_00375_,5.8µm
_00530_,5.8µm
_00627_,5.8µm
_00747_,5.8µm
_00854_,5.8µm
_00975_,5.8µm
_01017_,5.8µm
_01042_,5.8µm
_01329_,5.8µm
_01493_,5.8µm
_01507_,5.8µm
_02330_,5.8µm
_02822_,5.8µm
_03044_,5.8µm
_03109_,5.8µm
_03287_,5.8µm
_03751_,5.8µm
_03770_,5.8µm
_04987_,5.8µm
_06794_,5.8µm
_06830_,5.8µm
_09323_,5.8µm
_09373_,5.8µm
net121,5.8µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[2\],5.8µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[15\],5.8µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[35\],5.8µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.stored_addr_q\[24\],5.8µm
net3263,5.8µm
net3444,5.8µm
net3691,5.8µm
net3792,5.8µm
_00377_,5.78µm
_05605_,5.78µm
_00103_,5.775µm
_05064_,5.75µm
_03001_,5.74µm
_03476_,5.74µm
_04485_,5.74µm
_05851_,5.74µm
_06052_,5.74µm
_06509_,5.74µm
_07653_,5.74µm
_08414_,5.74µm
net3033,5.74µm
_01730_,5.725µm
_05831_,5.725µm
_00042_,5.72µm
_00402_,5.72µm
_00506_,5.72µm
_00671_,5.72µm
_01326_,5.72µm
_01642_,5.72µm
_02206_,5.72µm
_02307_,5.72µm
_02932_,5.72µm
_03317_,5.72µm
_03467_,5.72µm
_03547_,5.72µm
_03551_,5.72µm
_03594_,5.72µm
_04501_,5.72µm
_04813_,5.72µm
_04868_,5.72µm
_04917_,5.72µm
_05162_,5.72µm
_05568_,5.72µm
_05585_,5.72µm
_06868_,5.72µm
_06875_,5.72µm
_07015_,5.72µm
_07144_,5.72µm
_08599_,5.72µm
_08987_,5.72µm
_09655_,5.72µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[22\],5.72µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[31\],5.72µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[6\],5.72µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[26\],5.72µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[8\],5.72µm
net1930,5.72µm
net3294,5.72µm
net4078,5.72µm
net4225,5.72µm
net4378,5.72µm
_01755_,5.705µm
_00328_,5.7µm
_01092_,5.7µm
_01682_,5.7µm
_02793_,5.7µm
_01224_,5.68µm
_02820_,5.68µm
_03091_,5.68µm
_03300_,5.68µm
_03424_,5.68µm
_03502_,5.68µm
_03723_,5.68µm
_03788_,5.68µm
_05338_,5.68µm
_05471_,5.68µm
_05542_,5.68µm
_05665_,5.68µm
_05839_,5.68µm
_05970_,5.68µm
_07161_,5.68µm
_07262_,5.68µm
_07312_,5.68µm
_07316_,5.68µm
_07635_,5.68µm
_07767_,5.68µm
_07932_,5.68µm
_08033_,5.68µm
_08315_,5.68µm
_08548_,5.68µm
_08682_,5.68µm
_09154_,5.68µm
_09603_,5.68µm
_09757_,5.68µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_quotient_q\[6\],5.68µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_quotient_q\[8\],5.68µm
net3056,5.68µm
net4167,5.68µm
_00004_,5.645µm
_00686_,5.645µm
_00756_,5.645µm
_01617_,5.645µm
_00019_,5.62µm
_02695_,5.62µm
_02790_,5.62µm
_03451_,5.62µm
_05690_,5.62µm
_06925_,5.62µm
net2808,5.62µm
net3124,5.62µm
net3141,5.62µm
net3156,5.62µm
net3417,5.62µm
net3476,5.62µm
net3514,5.62µm
net3682,5.62µm
net4007,5.62µm
net4084,5.62µm
net4095,5.62µm
net4343,5.62µm
net4407,5.62µm
net4416,5.62µm
_03072_,5.61µm
_01341_,5.6µm
_01375_,5.6µm
_01383_,5.6µm
_01480_,5.6µm
_01523_,5.6µm
_01589_,5.6µm
_01872_,5.6µm
_01928_,5.6µm
_02288_,5.6µm
_02617_,5.6µm
_02838_,5.6µm
_03396_,5.6µm
_03796_,5.6µm
_04382_,5.6µm
_04505_,5.6µm
_06286_,5.6µm
_07792_,5.6µm
_08048_,5.6µm
_08912_,5.6µm
_09491_,5.6µm
_09718_,5.6µm
_09773_,5.6µm
_09822_,5.6µm
u_ibex_top.crash_dump_o\[15\],5.6µm
_03498_,5.59µm
_01832_,5.58µm
_02590_,5.58µm
_03867_,5.58µm
_03888_,5.58µm
_04519_,5.58µm
_05726_,5.58µm
_06264_,5.58µm
_08549_,5.58µm
net3381,5.58µm
net3933,5.58µm
net4000,5.58µm
_02024_,5.57µm
_03518_,5.565µm
_00284_,5.56µm
_01040_,5.56µm
_01364_,5.56µm
_02019_,5.56µm
_02381_,5.56µm
_03446_,5.56µm
_04648_,5.56µm
_05502_,5.56µm
_05521_,5.56µm
_07824_,5.56µm
_08971_,5.56µm
_09516_,5.56µm
_09580_,5.56µm
_09710_,5.56µm
u_ibex_top.crash_dump_o\[29\],5.56µm
net2875,5.56µm
net3447,5.56µm
_01758_,5.555µm
_01612_,5.545µm
net4025,5.545µm
_00878_,5.525µm
_00009_,5.52µm
_04565_,5.52µm
_04659_,5.52µm
_05214_,5.52µm
_05262_,5.52µm
_06621_,5.52µm
_07693_,5.52µm
_08744_,5.52µm
net914,5.52µm
net2707,5.52µm
net2708,5.52µm
net2714,5.52µm
net2723,5.52µm
net2749,5.52µm
net2750,5.52µm
net2788,5.52µm
net2883,5.52µm
net2927,5.52µm
net2931,5.52µm
net2948,5.52µm
net2952,5.52µm
net2976,5.52µm
net2978,5.52µm
net3003,5.52µm
net3006,5.52µm
net3009,5.52µm
net3025,5.52µm
net3057,5.52µm
net3111,5.52µm
net3154,5.52µm
net3165,5.52µm
net3167,5.52µm
net3174,5.52µm
net3181,5.52µm
net3204,5.52µm
net3211,5.52µm
net3216,5.52µm
net3217,5.52µm
net3234,5.52µm
net3237,5.52µm
net3250,5.52µm
net3297,5.52µm
net3301,5.52µm
net3314,5.52µm
net3329,5.52µm
net3340,5.52µm
net3358,5.52µm
net3384,5.52µm
net3415,5.52µm
net3419,5.52µm
net3435,5.52µm
net3446,5.52µm
net3450,5.52µm
net3467,5.52µm
net3472,5.52µm
net3483,5.52µm
net3491,5.52µm
net3496,5.52µm
net3516,5.52µm
net3520,5.52µm
net3527,5.52µm
net3529,5.52µm
net3534,5.52µm
net3551,5.52µm
net3552,5.52µm
net3560,5.52µm
net3561,5.52µm
net3570,5.52µm
net3571,5.52µm
net3574,5.52µm
net3580,5.52µm
net3591,5.52µm
net3592,5.52µm
net3620,5.52µm
net3626,5.52µm
net3634,5.52µm
net3635,5.52µm
net3639,5.52µm
net3646,5.52µm
net3649,5.52µm
net3662,5.52µm
net3672,5.52µm
net3673,5.52µm
net3694,5.52µm
net3698,5.52µm
net3729,5.52µm
net3734,5.52µm
net3738,5.52µm
net3748,5.52µm
net3749,5.52µm
net3756,5.52µm
net3759,5.52µm
net3764,5.52µm
net3772,5.52µm
net3774,5.52µm
net3777,5.52µm
net3787,5.52µm
net3789,5.52µm
net3798,5.52µm
net3799,5.52µm
net3812,5.52µm
net3820,5.52µm
net3825,5.52µm
net3827,5.52µm
net3849,5.52µm
net3851,5.52µm
net3866,5.52µm
net3909,5.52µm
net3911,5.52µm
net3913,5.52µm
net3936,5.52µm
net3949,5.52µm
net3952,5.52µm
net3963,5.52µm
net3966,5.52µm
net3973,5.52µm
net3978,5.52µm
net3988,5.52µm
net3990,5.52µm
net4027,5.52µm
net4040,5.52µm
net4046,5.52µm
net4048,5.52µm
net4068,5.52µm
net4087,5.52µm
net4098,5.52µm
net4109,5.52µm
net4135,5.52µm
net4156,5.52µm
net4157,5.52µm
net4164,5.52µm
net4165,5.52µm
net4172,5.52µm
net4205,5.52µm
net4213,5.52µm
net4222,5.52µm
net4226,5.52µm
net4227,5.52µm
net4241,5.52µm
net4251,5.52µm
net4262,5.52µm
net4297,5.52µm
net4298,5.52µm
net4315,5.52µm
net4326,5.52µm
net4336,5.52µm
net4358,5.52µm
net4364,5.52µm
net4371,5.52µm
net4379,5.52µm
net4403,5.52µm
net4405,5.52µm
_01678_,5.505µm
_05442_,5.505µm
_09304_,5.505µm
_00217_,5.5µm
_00467_,5.5µm
_00612_,5.5µm
_00620_,5.5µm
_00862_,5.5µm
_00889_,5.5µm
_00983_,5.5µm
_01057_,5.5µm
_01278_,5.5µm
_01334_,5.5µm
_01362_,5.5µm
_03290_,5.5µm
_03765_,5.5µm
_05118_,5.5µm
_05966_,5.5µm
_06334_,5.5µm
_07027_,5.5µm
_08454_,5.5µm
_09177_,5.5µm
u_ibex_top.crash_dump_o\[18\],5.5µm
net2868,5.5µm
_05538_,5.485µm
_00063_,5.48µm
_00272_,5.48µm
_00433_,5.48µm
_00444_,5.48µm
_00659_,5.48µm
_03135_,5.48µm
_03144_,5.48µm
_03656_,5.48µm
_05003_,5.48µm
_05435_,5.48µm
_05719_,5.48µm
_06364_,5.48µm
_07188_,5.48µm
_07652_,5.48µm
_08264_,5.48µm
_08907_,5.48µm
_08942_,5.48µm
_09314_,5.48µm
u_ibex_top.u_ibex_core.cs_registers_i.mstack_epc_q\[11\],5.48µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fetch_addr_q\[26\],5.48µm
net4391,5.48µm
net2847,5.475µm
_09023_,5.47µm
_01853_,5.465µm
_00204_,5.46µm
_00287_,5.46µm
_00300_,5.46µm
_00382_,5.46µm
_00388_,5.46µm
_00419_,5.46µm
_00504_,5.46µm
_00555_,5.46µm
_00645_,5.46µm
_00679_,5.46µm
_00781_,5.46µm
_00812_,5.46µm
_00831_,5.46µm
_00900_,5.46µm
_00956_,5.46µm
_00980_,5.46µm
_01002_,5.46µm
_01030_,5.46µm
_01225_,5.46µm
_01310_,5.46µm
_01340_,5.46µm
_01483_,5.46µm
_01914_,5.46µm
_03116_,5.46µm
_05606_,5.46µm
_07606_,5.46µm
net3951,5.46µm
_01763_,5.445µm
_03511_,5.44µm
_03669_,5.44µm
_05355_,5.44µm
_08135_,5.44µm
_08804_,5.44µm
_09489_,5.44µm
_09518_,5.44µm
u_ibex_top.crash_dump_o\[19\],5.44µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[2\],5.44µm
_01760_,5.435µm
_01846_,5.435µm
_03089_,5.435µm
_00360_,5.425µm
_00886_,5.425µm
_01818_,5.425µm
_00062_,5.41µm
_01542_,5.405µm
_02250_,5.4µm
_02923_,5.4µm
_03529_,5.4µm
_03629_,5.4µm
_04049_,5.4µm
_04137_,5.4µm
_04452_,5.4µm
_05019_,5.4µm
_05253_,5.4µm
_07172_,5.4µm
_08126_,5.4µm
_09047_,5.4µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[70\],5.4µm
net3126,5.4µm
net3668,5.4µm
net3692,5.4µm
_00140_,5.385µm
_00833_,5.385µm
_00078_,5.38µm
_00120_,5.38µm
_00421_,5.38µm
_00517_,5.38µm
_00647_,5.38µm
_00696_,5.38µm
_00721_,5.38µm
_00879_,5.38µm
_01191_,5.38µm
_01195_,5.38µm
_01276_,5.38µm
_01348_,5.38µm
_01415_,5.38µm
_01424_,5.38µm
_01477_,5.38µm
_01481_,5.38µm
_01533_,5.38µm
_01610_,5.38µm
_03023_,5.38µm
_03176_,5.38µm
_03233_,5.38µm
_03241_,5.38µm
_03264_,5.38µm
_03599_,5.38µm
_03663_,5.38µm
_04024_,5.38µm
_04078_,5.38µm
_04103_,5.38µm
_04213_,5.38µm
_04443_,5.38µm
_05259_,5.38µm
_05290_,5.38µm
_05463_,5.38µm
_05469_,5.38µm
_05560_,5.38µm
_06571_,5.38µm
_06896_,5.38µm
_07274_,5.38µm
_07808_,5.38µm
_07927_,5.38µm
_08410_,5.38µm
_08536_,5.38µm
_08574_,5.38µm
_09799_,5.38µm
_09811_,5.38µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.stored_addr_q\[17\],5.38µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.stored_addr_q\[9\],5.38µm
net2791,5.38µm
net2969,5.38µm
net4215,5.38µm
net4223,5.38µm
_00984_,5.36µm
_01298_,5.36µm
_03457_,5.36µm
_03501_,5.36µm
_04176_,5.36µm
_08633_,5.36µm
_09121_,5.36µm
_09206_,5.36µm
_09789_,5.36µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fetch_addr_q\[9\],5.36µm
_01766_,5.345µm
_00021_,5.34µm
_00458_,5.34µm
_00519_,5.34µm
_00628_,5.34µm
_00677_,5.34µm
_00723_,5.34µm
_00859_,5.34µm
_01085_,5.34µm
_01426_,5.34µm
_01880_,5.34µm
_02269_,5.34µm
_02814_,5.34µm
_03171_,5.34µm
_03303_,5.34µm
_03643_,5.34µm
_03710_,5.34µm
_04574_,5.34µm
_04700_,5.34µm
_04986_,5.34µm
_05113_,5.34µm
_05241_,5.34µm
_05856_,5.34µm
_06053_,5.34µm
_06056_,5.34µm
_08589_,5.34µm
_08945_,5.34µm
_09563_,5.34µm
_09632_,5.34µm
_09805_,5.34µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[31\],5.34µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[79\],5.34µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[95\],5.34µm
clknet_1_0__leaf_clk_i_regs,5.34µm
_03301_,5.33µm
_02799_,5.32µm
_09018_,5.315µm
_08681_,5.31µm
_08462_,5.285µm
_01713_,5.28µm
_01973_,5.28µm
_02130_,5.28µm
_02796_,5.28µm
_02807_,5.28µm
_03189_,5.28µm
_03470_,5.28µm
_03631_,5.28µm
_04433_,5.28µm
_05218_,5.28µm
_06382_,5.28µm
_07670_,5.28µm
_09391_,5.28µm
_09779_,5.28µm
_00081_,5.265µm
_00083_,5.265µm
_01645_,5.265µm
_01847_,5.265µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[10\],5.265µm
net4361,5.265µm
_00148_,5.26µm
_00585_,5.26µm
_00960_,5.26µm
_01104_,5.26µm
_01186_,5.26µm
_01255_,5.26µm
_01308_,5.26µm
_01931_,5.26µm
_01970_,5.26µm
_02428_,5.26µm
_02511_,5.26µm
_03064_,5.26µm
_03113_,5.26µm
_03172_,5.26µm
_03265_,5.26µm
_03618_,5.26µm
_03785_,5.26µm
_03824_,5.26µm
_04138_,5.26µm
_04265_,5.26µm
_04455_,5.26µm
_04487_,5.26µm
_04646_,5.26µm
_04962_,5.26µm
